"Kap1"	"Pol2ra"	"TCFL2"	"ZNF263"	"ELK4"	"CTCF_chr22"	"H3K4me3_chr22"
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.0375	0.022365
0.005	0	0.005	0.01	0.05	0.0375	0.022365
0.005	0	0.005	0.01	0.025	0.0375	0.022365
0.005	0	0.005	0.01	0.025	0.0375	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0.01	0.05	0.05	0.022365
0.005	0	0.005	0	0.05	0.05	0.022365
0.005	0	0.005	0	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.0375	0.022365
0.005	0	0.005	0.005	0.05	0.0375	0.022365
0.005	0	0.005	0.005	0.025	0.0375	0.022365
0.005	0	0.005	0.005	0.025	0.0375	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.0375	0.022365
0.005	0	0.005	0.005	0.05	0.0375	0.022365
0.005	0	0.005	0.005	0.025	0.0375	0.022365
0.005	0	0.005	0.005	0.025	0.0375	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.0375	0.022365
0.005	0	0.005	0.005	0.05	0.0375	0.022365
0.005	0	0.005	0.005	0.025	0.0375	0.022365
0.005	0	0.005	0.005	0.025	0.0375	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0.005	0	0.005	0.005	0.05	0.05	0.022365
0	0	0.005	0.005	0.05	0.05	0.022365
0	0	0.005	0.005	0.05	0.05	0.022365
0.00571429	0	0.005	0.005	0.05	0.0375	0.022365
0.00571429	0	0.005	0.005	0.05	0.0375	0.022365
0.00571429	0	0.005	0.005	0.05	0.0375	0.022365
0.00571429	0	0.005	0.005	0	0.0375	0.022365
0.00571429	0	0.005	0.005	0	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.022365
0.00571429	0	0.005	0.005	0.2	0.05	0.01764803
0.00571429	0	0.005	0.005	0.2	0.05	0.021358
0.00571429	0	0.005	0.005	0.2	0.05	0.029785
0.00571429	0	0.005	0.005	0.2	0.05	0.029785
0.00571429	0	0.005	0.005	0.2	0.0375	0.029785
0.00571429	0	0.005	0.005	0.2	0.0375	0.02331945
0.00571429	0	0.005	0.005	0.2	0.0375	0.11685395
0.00571429	0	0.005	0.005	0.2	0.0375	0.21685395
0.00571429	0	0.005	0.005	0.1	0.05	0.21685395
0.00571429	0	0.005	0.005	0.125	0.05	0.21685395
0.00571429	0	0.005	0.005	0.25	0.05	0.11685395
0.00571429	0	0.005	0.005	0.25	0.05	0.020018505
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.25	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.25	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.25	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.125	0.05	0.02318305
0.00571429	0	0.005	0.005	0.125	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.25	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.25	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.25	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.125	0.05	0.02318305
0.00571429	0	0.005	0.005	0.125	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.025	0.02318305
0.00571429	0	0.005	0.005	0.25	0.025	0.02318305
0.00571429	0	0.005	0.005	0.25	0.025	0.02318305
0.00571429	0	0.005	0.005	0.125	0.025	0.02318305
0.00571429	0	0.005	0.005	0.125	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.05	0.02318305
0.00571429	0	0.005	0.005	0.25	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.25	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.125	0.0375	0.02318305
0.00571429	0	0.005	0.005	0.125	0.0375	0.01475605
0.00571429	0	0.005	0.005	0.25	0.05	0.1
0.00571429	0	0.005	0.005	0.25	0.05	0.2
0.00571429	0	0.005	0.005	0.25	0.05	0.215625
0.00571429	0	0.005	0.005	0.25	0.05	0.215625
0.00571429	0	0.005	0.005	0.25	0.05	0.115625
0.00571429	0	0.005	0.005	0.25	0.05	0.01798349
0.00571429	0	0.005	0.005	0.25	0.05	0.02034198
0.00571429	0	0.005	0.005	0.25	0.05	0.02034198
0.00571429	0	0.005	0.005	0.25	0.05	0.02034198
0.00571429	0	0.005	0.005	0.25	0.05	0.02034198
0.00571429	0	0.005	0.005	0.25	0.05	0.02034198
0.00571429	0	0.005	0.005	0.25	0.05	0.02034198
0.00571429	0	0	0.005	0.25	0.05	0.02034198
0.00571429	0	0	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.0375	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.0375	0.02034198
0.00571429	0	0.00555556	0.005	0.125	0.0375	0.02034198
0.00571429	0	0.00555556	0.005	0.125	0.0375	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0.005	0.25	0.05	0.02034198
0.00571429	0	0.00555556	0	0.25	0.05	0.01252948
0.00571429	0	0.00555556	0	0.25	0.05	0.00769317
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.0375	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.0375	0.01066938
0.00571429	0	0.00555556	0.015	0.125	0.0375	0.01066938
0.00571429	0	0.00555556	0.015	0.125	0.0375	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.0375	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.0375	0.01066938
0.00571429	0	0.00555556	0.015	0.125	0.0375	0.01066938
0.00571429	0	0.00555556	0.015	0.125	0.0375	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.25	0.05	0.01066938
0.00285714	0	0.00555556	0.015	0.25	0.05	0.01066938
0.333333	0	0.00555556	0.015	0.25	0.05	0.01066938
0.666667	0	0.00555556	0.015	0.25	0.05	0.01066938
0.333333	0	0.00555556	0.015	0.25	0.05	0.01066938
0.0681818	0	0.00555556	0.015	0.25	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.25	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.25	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.25	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.25	0.0375	0.01066938
0.136364	0	0.00555556	0.015	0.25	0.0375	0.01066938
0.136364	0	0.00555556	0.015	0.125	0.0375	0.01066938
0.136364	0	0.00555556	0.015	0.025	0.0375	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.136364	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0681818	0	0.00555556	0.015	0.05	0.05	0.01066938
0.00571429	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.01066938
0.0114286	0	0.00555556	0.015	0	0.0375	0.01066938
0.0114286	0	0.00555556	0.015	0	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.01066938
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0059524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0059524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.025	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.025	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.025	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.025	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.025	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.025	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.025	0.0084524
0.0114286	0	0.00555556	0.015	0.025	0.025	0.0084524
0.0114286	0	0.00555556	0.015	0.025	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.025	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.025	0.0375	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0084524
0.0114286	0	0.00277778	0.015	0.05	0.05	0.0084524
0.0114286	0	0.05	0.015	0.05	0.05	0.0084524
0.0114286	0	0.1	0.015	0.05	0.05	0.0084524
0.0114286	0	0.1	0.015	0.05	0.05	0.0084524
0.0114286	0	0.1	0.015	0.05	0.05	0.0084524
0.0114286	0	0.1	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.1	0.015	0.05	0.0375	0.0084524
0.0114286	0	0.1	0.015	0.025	0.0375	0.0084524
0.0114286	0	0.1	0.015	0.025	0.0375	0.00547619
0.0114286	0	0.1	0.015	0.05	0.05	0.0103125
0.0114286	0	0.1	0.015	0.05	0.05	0.018125
0.0114286	0	0.1	0.015	0.05	0.05	0.018125
0.0114286	0	0.1	0.015	0.05	0.05	0.018125
0.0114286	0	0.1	0.015	0.05	0.05	0.018125
0.0114286	0	0.1	0.015	0.05	0.05	0.018125
0.0114286	0	0.1	0.015	0.05	0.05	0.018125
0.0114286	0	0.1	0.015	0.05	0.05	0.018125
0.0114286	0	0.1	0.015	0.05	0.05	0.018125
0.0114286	0	0.1	0.015	0.05	0.05	0.018125
0.0114286	0	0.1	0.015	0.05	0.05	0.018125
0.0114286	0	0.05	0.015	0.05	0.05	0.018125
0.0114286	0	0.00277778	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.0375	0.018125
0.0114286	0	0.00555556	0.015	0.025	0.0375	0.018125
0.0114286	0	0.00555556	0.015	0.025	0.0375	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.018125
0.0114286	0	0.00555556	0.015	0.05	0.05	0.0025
0.0114286	0	0.00555556	0	0.05	0.05	0.0025
0.0114286	0	0.00555556	0	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.0375	0.005
0.0114286	0	0.00555556	0.005	0.05	0.0375	0.005
0.0114286	0	0.00555556	0.005	0.025	0.0375	0.005
0.0114286	0	0.00555556	0.005	0.025	0.0375	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.0375	0.005
0.0114286	0	0.00555556	0.005	0.05	0.0375	0.005
0.0114286	0	0.00555556	0.005	0.025	0.0375	0.005
0.0114286	0	0.00555556	0.005	0.025	0.0375	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.0114286	0	0.00555556	0.005	0.05	0.05	0.005
0.00571429	0	0.00555556	0.005	0.05	0.05	0.005
0.166667	0	0.00555556	0.005	0.05	0.05	0.005
0.333333	0	0.00555556	0.005	0.05	0.05	0.005
0.333333	0	0.00555556	0.005	0.05	0.05	0.005
0	0	0.00555556	0.005	0.05	0.05	0.005
